id,Track Name,Artist,Genre,MFCC Features
893,The Gathering,Ilyas Ahmed,Folk,"[-4.163069   -3.9894772  -3.9792688  ...  0.0153147   0.02105812
 -0.03948157]"
793,The Hymn of the Honeymoon,Glove Compartment,Rock,"[-3.7865345  -2.8521976  -2.358104   ... -0.20916562 -0.23173685
 -0.29488814]"
146,Gimme a Buck or I'll Touch You / Boilermaker,Amoebic Ensemble,Jazz,"[-4.14915    -3.885029   -3.8082309  ... -0.5449169  -0.34989706
 -0.39026818]"
607,Clare (Undone),Double Dagger,Rock,"[-4.3574004  -4.026882   -2.3439367  ... -0.20111741 -0.2229223
 -0.26637593]"
1116,Nautilus,Mike Rep and the Quotas,Rock,"[-3.8554895  -2.6043441  -1.646391   ...  0.22505386  0.24477658
  0.2802232 ]"
821,Sir,Hecuba,Pop,"[-4.232416   -4.106248   -3.8877575  ...  0.22989021  0.24687769
  0.22230841]"
353,In my Grandfather's Clock,Blah Blah Blah,Rock,"[-4.070117   -3.6483605  -3.57894    ... -0.36190382 -0.46792203
 -0.4956578 ]"
168,Track 13,Area C,Experimental,"[-4.3011236  -4.177883   -4.1348157  ... -0.02398692  0.1454916
  0.14921919]"
669,Dream,Fanatic,Hip-Hop,"[-3.988352   -3.4624999  -3.011429   ... -0.10338357 -0.10870155
 -0.08384629]"
696,Korea,Foot Village,Rock,[-3.8429782  1.4266758  3.1561344 ... -0.7317029 -0.9633083 -0.8393782]
1039,13 Monsters,Lightning Bolt,Rock,"[-3.6002326   0.25567922  2.125729   ... -0.49070522 -0.4728135
 -0.5137972 ]"
387,I wish I wish,Blanketship,Electronic,"[-4.0657511e+00 -3.4380956e+00 -3.0378592e+00 ... -1.3902409e-01
 -1.2513141e-02 -6.0115586e-04]"
432,1984,Brian Joseph Davis,Experimental,"[-4.3530645  -4.3362327  -4.3302236  ... -0.311792   -0.2612779
 -0.29702887]"
174,Senator's Stance,Argumentix,Rock,"[-4.2111273  -3.6178167  -2.5767624  ...  0.7961992   0.4629203
  0.47971532]"
775,Nite Nurses,Glass Candy,Soul-RnB,"[-3.830666   -2.1373806  -1.281579   ...  0.29078183  0.15373728
  0.07461409]"
833,From This Moment On,Here's How,Jazz,"[-4.1641717  -3.9520216  -3.9389277  ... -0.14914215 -0.08486782
 -0.03429097]"
753,track 5,Glass Candy,Soul-RnB,"[-4.3376746  -4.255116   -4.217674   ...  0.10876548  0.02182067
 -0.10512725]"
1191,Blood and Mirrors,Mors Ontologica,Rock,"[-4.164868   -3.652836   -3.3429787  ... -0.28199464 -0.2861926
 -0.13782176]"
693,Trauma 11,Flying Luttenbachers,Rock,"[-3.7927253  -2.076107   -0.5898992  ... -0.30556345 -0.45410353
 -0.25414565]"
619,Pebble Beach,Ed Askew,Folk,"[-4.266514   -4.0615716  -3.988338   ... -0.15785266 -0.18146867
 -0.10167401]"
528,An Odd Number of Stairs,Celesteville,Rock,"[-4.071024   -3.425207   -2.8810272  ... -0.24979931 -0.36488563
 -0.38932395]"
26,Where is your Love?,Nicky Cook,,"[-4.1352496  -3.771062   -3.709977   ...  0.01529782 -0.18887848
 -0.39459422]"
776,Hurt,Glass Candy,Soul-RnB,"[-4.1676464  -1.6131306   3.0893216  ... -0.09274419 -0.08410107
 -0.08210208]"
397,The Tides Of Land,Borful Tang,Electronic,"[-4.167539   -3.8496928  -3.7178724  ...  0.01862202 -0.00659566
 -0.0315883 ]"
943,Soda Pop,Jad Fair,Spoken,"[-4.21794    -3.9805658  -3.889852   ...  0.09511203  0.05604732
  0.06596656]"
954,This Day Shall Not Fall,Jad Fair,Spoken,"[-3.9672234e+00 -3.2468243e+00 -2.8298790e+00 ... -1.7332552e-02
 -1.3548059e-02 -3.3662240e-03]"
956,We Try So Hard,Jad Fair,Spoken,"[-4.104239   -3.6960824  -3.5402246  ...  0.07542065  0.04723821
  0.00576333]"
728,"Yellow Swans ""Women's Restroom""",Gang Wizard,Experimental,"[-4.1980796  -3.9476922  -3.8765025  ...  0.17046204  0.15134652
  0.11895525]"
550,Cello Duet No. 1,Chief Boima,Electronic,"[-3.7942634  -3.6742601  -3.6464002  ...  0.60740274  0.94342625
  0.90044385]"
904,Above The Sun,Jad Fair,Spoken,"[-3.9909477  -3.354294   -2.8478072  ... -0.04419427 -0.09875201
 -0.22947109]"
